date	open	high	low	close
737264.000000	3392.800000	3459.000000	3385.000000	3451.800000
737265.000000	3469.800000	3538.000000	3469.800000	3525.000000
737266.000000	3533.000000	3533.000000	3511.800000	3522.400000
737267.000000	3527.200000	3534.600000	3474.200000	3479.000000
737268.000000	3485.200000	3493.800000	3460.200000	3476.000000
737271.000000	3484.600000	3503.600000	3450.200000	3463.000000
737272.000000	3463.000000	3488.200000	3454.000000	3473.400000
737273.000000	3488.400000	3506.200000	3375.200000	3376.000000
737274.000000	3370.000000	3370.000000	3258.000000	3300.000000
737275.000000	3291.600000	3306.600000	3230.000000	3230.000000
737278.000000	3238.000000	3278.400000	3182.000000	3207.600000
737279.000000	3237.000000	3305.000000	3209.600000	3301.000000
737280.000000	3324.200000	3324.200000	3232.000000	3250.200000
737281.000000	3233.000000	3354.200000	3233.000000	3333.000000
737282.000000	3343.000000	3367.200000	3316.200000	3340.200000
737285.000000	3304.800000	3336.200000	3264.200000	3325.600000
737286.000000	3325.600000	3325.600000	3282.000000	3304.600000
737287.000000	3304.600000	3306.400000	3213.000000	3223.400000
737288.000000	3192.000000	3260.400000	3161.000000	3205.200000
737289.000000	3227.400000	3248.200000	3155.000000	3164.200000
737292.000000	3182.400000	3211.600000	3158.000000	3209.000000
737293.000000	3211.800000	3281.800000	3206.600000	3256.800000
737294.000000	3264.000000	3264.000000	3236.800000	3255.000000
737295.000000	3267.400000	3284.000000	3220.200000	3255.200000
737296.000000	3251.200000	3296.000000	3226.800000	3261.800000
737299.000000	3291.200000	3348.600000	3281.600000	3345.000000
737300.000000	3356.000000	3363.000000	3331.600000	3338.200000
737301.000000	3331.200000	3337.200000	3318.400000	3331.200000
737302.000000	3334.600000	3346.400000	3292.200000	3300.400000
737303.000000	3277.200000	3303.800000	3255.800000	3279.400000
737306.000000	3265.800000	3276.400000	3238.000000	3267.400000
737307.000000	3269.200000	3330.200000	3258.000000	3310.000000
737308.000000	3297.400000	3305.200000	3239.000000	3239.000000
737309.000000	3232.800000	3262.800000	3201.600000	3206.400000
737310.000000	3229.600000	3276.800000	3202.000000	3229.800000
737313.000000	3215.600000	3230.600000	3177.400000	3181.600000
737314.000000	3188.800000	3204.800000	3165.600000	3174.600000
737315.000000	3161.400000	3184.000000	3150.200000	3164.600000
737316.000000	3202.000000	3210.200000	3152.400000	3198.000000
737317.000000	3205.800000	3211.000000	3189.400000	3200.400000
737320.000000	3180.400000	3180.400000	3160.000000	3165.800000
737321.000000	3158.600000	3221.800000	3158.600000	3217.800000
737322.000000	3214.800000	3288.000000	3210.800000	3257.000000
737323.000000	3266.600000	3288.400000	3265.000000	3272.600000
737324.000000	3285.200000	3408.800000	3278.000000	3408.800000
737328.000000	3372.000000	3390.000000	3358.200000	3377.800000
737329.000000	3390.000000	3448.800000	3380.000000	3414.400000
737330.000000	3421.400000	3421.400000	3393.800000	3406.600000
737331.000000	3425.000000	3450.000000	3412.000000	3448.000000
737341.000000	3379.000000	3379.000000	3300.000000	3300.000000
737342.000000	3315.000000	3325.000000	3285.000000	3294.400000
737343.000000	3308.800000	3328.000000	3268.200000	3291.200000
737344.000000	3200.000000	3224.600000	3098.200000	3108.400000
737345.000000	3121.000000	3184.600000	3103.600000	3166.200000
737348.000000	3168.000000	3185.000000	3113.200000	3117.000000
737349.000000	3123.000000	3169.400000	3096.000000	3108.000000
737350.000000	3140.000000	3158.800000	3073.000000	3131.400000
737351.000000	3119.800000	3119.800000	3060.000000	3060.000000
737352.000000	3044.800000	3149.400000	3034.400000	3131.800000
737355.000000	3161.800000	3300.000000	3160.000000	3288.600000
737356.000000	3289.600000	3293.600000	3168.000000	3180.000000
737357.000000	3180.000000	3252.800000	3174.000000	3186.200000
