datetime	trade	volume
2018-10-10 09:00:00	10558.000000	892.000000
2018-10-10 09:00:01	10552.000000	918.000000
2018-10-10 09:00:01	10554.000000	830.000000
2018-10-10 09:00:02	10553.000000	276.000000
2018-10-10 09:00:02	10555.000000	104.000000
2018-10-10 09:00:03	10556.000000	162.000000
2018-10-10 09:00:03	10559.000000	280.000000
2018-10-10 09:00:04	10565.000000	408.000000
2018-10-10 09:00:04	10563.000000	62.000000
2018-10-10 09:00:05	10562.000000	284.000000
2018-10-10 09:00:05	10563.000000	60.000000
2018-10-10 09:00:06	10561.000000	94.000000
2018-10-10 09:00:06	10561.000000	70.000000
2018-10-10 09:00:07	10560.000000	126.000000
2018-10-10 09:00:07	10567.000000	166.000000
2018-10-10 09:00:08	10566.000000	134.000000
2018-10-10 09:00:08	10568.000000	58.000000
2018-10-10 09:00:09	10567.000000	52.000000
2018-10-10 09:00:09	10570.000000	176.000000
2018-10-10 09:00:10	10573.000000	10.000000
2018-10-10 09:00:10	10572.000000	56.000000
2018-10-10 09:00:11	10576.000000	156.000000
2018-10-10 09:00:11	10575.000000	92.000000
2018-10-10 09:00:12	10574.000000	54.000000
2018-10-10 09:00:12	10574.000000	86.000000
2018-10-10 09:00:13	10573.000000	46.000000
2018-10-10 09:00:13	10572.000000	34.000000
2018-10-10 09:00:14	10574.000000	24.000000
2018-10-10 09:00:14	10572.000000	126.000000
2018-10-10 09:00:15	10572.000000	156.000000
2018-10-10 09:00:15	10575.000000	60.000000
2018-10-10 09:00:16	10573.000000	68.000000
2018-10-10 09:00:16	10572.000000	84.000000
2018-10-10 09:00:17	10572.000000	44.000000
2018-10-10 09:00:17	10571.000000	12.000000
2018-10-10 09:00:18	10568.000000	68.000000
2018-10-10 09:00:18	10568.000000	20.000000
2018-10-10 09:00:19	10568.000000	28.000000
2018-10-10 09:00:19	10570.000000	118.000000
2018-10-10 09:00:20	10571.000000	6.000000
2018-10-10 09:00:20	10572.000000	80.000000
2018-10-10 09:00:21	10570.000000	80.000000
2018-10-10 09:00:21	10573.000000	82.000000
2018-10-10 09:00:22	10571.000000	74.000000
2018-10-10 09:00:22	10574.000000	866.000000
2018-10-10 09:00:23	10573.000000	32.000000
2018-10-10 09:00:23	10574.000000	62.000000
2018-10-10 09:00:24	10574.000000	72.000000
2018-10-10 09:00:24	10574.000000	46.000000
2018-10-10 09:00:25	10575.000000	6.000000
2018-10-10 09:00:25	10574.000000	8.000000
2018-10-10 09:00:26	10575.000000	4.000000
2018-10-10 09:00:26	10576.000000	44.000000
2018-10-10 09:00:27	10573.000000	68.000000
2018-10-10 09:00:27	10574.000000	34.000000
2018-10-10 09:00:28	10574.000000	70.000000
2018-10-10 09:00:28	10571.000000	114.000000
2018-10-10 09:00:29	10570.000000	130.000000
2018-10-10 09:00:29	10573.000000	8.000000
2018-10-10 09:00:30	10572.000000	30.000000
2018-10-10 09:00:30	10574.000000	58.000000
2018-10-10 09:00:31	10574.000000	40.000000
2018-10-10 09:00:31	10574.000000	58.000000
2018-10-10 09:00:32	10575.000000	8.000000
2018-10-10 09:00:32	10574.000000	6.000000
2018-10-10 09:00:33	10575.000000	12.000000
2018-10-10 09:00:33	10574.000000	4.000000
2018-10-10 09:00:34	10576.000000	196.000000
2018-10-10 09:00:34	10577.000000	6.000000
2018-10-10 09:00:35	10577.000000	26.000000
2018-10-10 09:00:35	10578.000000	6.000000
2018-10-10 09:00:36	10578.000000	192.000000
2018-10-10 09:00:36	10576.000000	12.000000
2018-10-10 09:00:37	10576.000000	10.000000
2018-10-10 09:00:37	10576.000000	40.000000
2018-10-10 09:00:38	10577.000000	48.000000
2018-10-10 09:00:38	10577.000000	14.000000
2018-10-10 09:00:39	10577.000000	48.000000
2018-10-10 09:00:40	10577.000000	26.000000
2018-10-10 09:00:40	10577.000000	2.000000
2018-10-10 09:00:41	10577.000000	26.000000
2018-10-10 09:00:41	10579.000000	10.000000
2018-10-10 09:00:41	10580.000000	40.000000
2018-10-10 09:00:42	10580.000000	14.000000
2018-10-10 09:00:43	10580.000000	6.000000
2018-10-10 09:00:43	10580.000000	2.000000
2018-10-10 09:00:44	10579.000000	126.000000
2018-10-10 09:00:44	10581.000000	282.000000
2018-10-10 09:00:45	10582.000000	16.000000
2018-10-10 09:00:45	10585.000000	78.000000
2018-10-10 09:00:46	10585.000000	62.000000
2018-10-10 09:00:46	10584.000000	64.000000
2018-10-10 09:00:47	10585.000000	12.000000
2018-10-10 09:00:47	10584.000000	74.000000
2018-10-10 09:00:48	10585.000000	60.000000
2018-10-10 09:00:48	10582.000000	66.000000
2018-10-10 09:00:49	10584.000000	210.000000
2018-10-10 09:00:49	10584.000000	164.000000
2018-10-10 09:00:50	10584.000000	34.000000
2018-10-10 09:00:50	10585.000000	36.000000
2018-10-10 09:00:51	10585.000000	42.000000
2018-10-10 09:00:51	10586.000000	114.000000
2018-10-10 09:00:52	10586.000000	128.000000
2018-10-10 09:00:52	10586.000000	24.000000
2018-10-10 09:00:53	10586.000000	38.000000
2018-10-10 09:00:53	10586.000000	122.000000
2018-10-10 09:00:54	10586.000000	330.000000
2018-10-10 09:00:54	10583.000000	40.000000
2018-10-10 09:00:55	10583.000000	10.000000
2018-10-10 09:00:55	10583.000000	50.000000
2018-10-10 09:00:56	10583.000000	64.000000
2018-10-10 09:00:56	10580.000000	20.000000
2018-10-10 09:00:57	10580.000000	188.000000
2018-10-10 09:00:57	10581.000000	14.000000
2018-10-10 09:00:58	10581.000000	10.000000
2018-10-10 09:00:58	10582.000000	20.000000
2018-10-10 09:00:59	10580.000000	34.000000
2018-10-10 09:00:59	10581.000000	78.000000
2018-10-10 09:01:00	10580.000000	26.000000
2018-10-10 09:01:00	10580.000000	224.000000
2018-10-10 09:01:01	10580.000000	60.000000
2018-10-10 09:01:01	10579.000000	96.000000
2018-10-10 09:01:02	10579.000000	8.000000
2018-10-10 09:01:02	10577.000000	66.000000
2018-10-10 09:01:03	10577.000000	92.000000
2018-10-10 09:01:03	10577.000000	22.000000
2018-10-10 09:01:04	10575.000000	88.000000
2018-10-10 09:01:04	10575.000000	80.000000
2018-10-10 09:01:05	10574.000000	148.000000
2018-10-10 09:01:05	10574.000000	178.000000
2018-10-10 09:01:06	10574.000000	160.000000
2018-10-10 09:01:06	10574.000000	50.000000
2018-10-10 09:01:07	10574.000000	10.000000
2018-10-10 09:01:07	10575.000000	38.000000
2018-10-10 09:01:08	10575.000000	74.000000
2018-10-10 09:01:08	10574.000000	86.000000
2018-10-10 09:01:09	10576.000000	232.000000
2018-10-10 09:01:09	10576.000000	36.000000
2018-10-10 09:01:10	10575.000000	48.000000
2018-10-10 09:01:10	10575.000000	2.000000
2018-10-10 09:01:11	10576.000000	22.000000
