datetime	open	high	low	close
2018-10-10 09:31:00	2526.200000	2531.200000	2526.200000	2531.200000
2018-10-10 09:33:00	2538.000000	2538.000000	2538.000000	2538.000000
2018-10-10 09:34:00	2532.200000	2533.000000	2531.200000	2533.000000
2018-10-10 09:35:00	2530.000000	2530.000000	2528.600000	2528.800000
2018-10-10 09:36:00	2530.000000	2530.000000	2530.000000	2530.000000
2018-10-10 09:37:00	2528.000000	2528.000000	2528.000000	2528.000000
2018-10-10 09:38:00	2525.400000	2525.400000	2525.400000	2525.400000
2018-10-10 09:39:00	2526.400000	2526.400000	2523.800000	2523.800000
2018-10-10 09:41:00	2527.800000	2527.800000	2527.800000	2527.800000
2018-10-10 09:42:00	2532.800000	2532.800000	2532.800000	2532.800000
2018-10-10 09:44:00	2540.000000	2540.000000	2540.000000	2540.000000
2018-10-10 09:45:00	2537.000000	2540.200000	2537.000000	2540.200000
2018-10-10 09:47:00	2540.000000	2540.000000	2540.000000	2540.000000
2018-10-10 09:49:00	2543.000000	2547.400000	2543.000000	2547.400000
2018-10-10 09:50:00	2542.600000	2542.600000	2541.800000	2541.800000
2018-10-10 09:51:00	2541.000000	2541.000000	2541.000000	2541.000000
2018-10-10 09:52:00	2540.200000	2540.200000	2540.200000	2540.200000
2018-10-10 09:54:00	2540.000000	2540.000000	2540.000000	2540.000000
2018-10-10 09:57:00	2540.200000	2540.200000	2540.200000	2540.200000
2018-10-10 09:58:00	2540.200000	2540.200000	2540.200000	2540.200000
2018-10-10 09:59:00	2540.200000	2540.200000	2540.200000	2540.200000
2018-10-10 10:00:00	2540.800000	2545.000000	2540.800000	2545.000000
2018-10-10 10:03:00	2545.600000	2545.600000	2545.600000	2545.600000
2018-10-10 10:04:00	2544.200000	2544.200000	2544.200000	2544.200000
2018-10-10 10:05:00	2544.800000	2544.800000	2544.800000	2544.800000
2018-10-10 10:10:00	2543.600000	2543.600000	2543.600000	2543.600000
2018-10-10 10:11:00	2536.400000	2536.400000	2536.000000	2536.000000
2018-10-10 10:18:00	2539.200000	2539.200000	2536.400000	2536.400000
2018-10-10 10:19:00	2536.200000	2536.200000	2534.200000	2534.200000
2018-10-10 10:20:00	2534.200000	2534.200000	2534.200000	2534.200000
2018-10-10 10:21:00	2532.000000	2532.000000	2532.000000	2532.000000
2018-10-10 10:25:00	2530.400000	2530.400000	2530.400000	2530.400000
2018-10-10 10:29:00	2530.000000	2530.000000	2530.000000	2530.000000
2018-10-10 10:37:00	2525.800000	2525.800000	2525.800000	2525.800000
2018-10-10 10:38:00	2525.000000	2525.000000	2523.200000	2523.200000
2018-10-10 10:41:00	2524.000000	2524.000000	2524.000000	2524.000000
2018-10-10 10:43:00	2524.000000	2524.000000	2524.000000	2524.000000
2018-10-10 10:44:00	2520.800000	2520.800000	2519.800000	2519.800000
2018-10-10 10:45:00	2516.800000	2516.800000	2515.200000	2515.200000
2018-10-10 10:46:00	2514.600000	2514.600000	2514.600000	2514.600000
2018-10-10 10:47:00	2513.600000	2513.600000	2513.600000	2513.600000
2018-10-10 10:48:00	2515.000000	2515.000000	2515.000000	2515.000000
2018-10-10 10:51:00	2515.200000	2515.200000	2515.200000	2515.200000
2018-10-10 10:53:00	2515.200000	2515.800000	2515.200000	2515.800000
2018-10-10 10:56:00	2512.000000	2512.000000	2511.400000	2511.400000
2018-10-10 10:57:00	2514.400000	2514.400000	2514.400000	2514.400000
2018-10-10 10:58:00	2512.000000	2512.000000	2511.200000	2511.200000
2018-10-10 10:59:00	2508.000000	2508.000000	2501.600000	2501.600000
2018-10-10 11:00:00	2499.000000	2499.000000	2497.800000	2498.400000
2018-10-10 11:01:00	2500.800000	2500.800000	2500.800000	2500.800000
2018-10-10 11:02:00	2504.200000	2504.200000	2504.200000	2504.200000
2018-10-10 11:03:00	2506.000000	2506.000000	2502.000000	2502.000000
2018-10-10 11:05:00	2509.200000	2509.200000	2509.200000	2509.200000
2018-10-10 11:14:00	2506.400000	2506.400000	2506.400000	2506.400000
2018-10-10 11:17:00	2508.400000	2515.200000	2508.400000	2515.200000
2018-10-10 11:22:00	2512.400000	2512.400000	2512.400000	2512.400000
2018-10-10 11:24:00	2513.600000	2513.600000	2513.600000	2513.600000
2018-10-10 13:06:00	2514.400000	2514.400000	2514.400000	2514.400000
2018-10-10 13:09:00	2511.000000	2511.600000	2511.000000	2511.600000
2018-10-10 13:12:00	2511.000000	2511.000000	2511.000000	2511.000000
2018-10-10 13:22:00	2526.800000	2526.800000	2526.800000	2526.800000
2018-10-10 13:23:00	2528.000000	2528.000000	2528.000000	2528.000000
2018-10-10 13:33:00	2528.000000	2528.000000	2528.000000	2528.000000
2018-10-10 13:38:00	2523.000000	2523.000000	2523.000000	2523.000000
2018-10-10 13:39:00	2520.800000	2520.800000	2520.800000	2520.800000
2018-10-10 13:47:00	2520.400000	2520.400000	2520.400000	2520.400000
2018-10-10 13:48:00	2516.800000	2516.800000	2516.600000	2516.600000
2018-10-10 14:03:00	2526.400000	2526.400000	2526.400000	2526.400000
2018-10-10 14:12:00	2520.600000	2520.600000	2520.600000	2520.600000
2018-10-10 14:14:00	2523.000000	2523.000000	2523.000000	2523.000000
2018-10-10 14:17:00	2522.600000	2522.600000	2522.600000	2522.600000
2018-10-10 14:26:00	2517.400000	2517.400000	2517.400000	2517.400000
2018-10-10 14:27:00	2523.200000	2523.200000	2523.200000	2523.200000
2018-10-10 14:33:00	2524.600000	2524.600000	2524.600000	2524.600000
2018-10-10 14:44:00	2518.000000	2518.000000	2515.800000	2515.800000
2018-10-10 14:51:00	2517.200000	2517.200000	2517.200000	2517.200000
2018-10-10 14:55:00	2523.400000	2523.400000	2523.400000	2523.400000
2018-10-10 14:56:00	2524.800000	2525.000000	2524.200000	2525.000000
