datetime	open	high	low	close
2017-04-21 09:01:00	14675.000000	14675.000000	14675.000000	14675.000000
2017-04-21 09:02:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 09:10:00	14700.000000	14700.000000	14700.000000	14700.000000
2017-04-21 09:29:00	14720.000000	14720.000000	14720.000000	14720.000000
2017-04-21 09:33:00	14735.000000	14735.000000	14735.000000	14735.000000
2017-04-21 09:47:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 10:32:00	14675.000000	14675.000000	14675.000000	14675.000000
2017-04-21 10:39:00	14660.000000	14660.000000	14660.000000	14660.000000
2017-04-21 10:46:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 10:47:00	14655.000000	14655.000000	14650.000000	14650.000000
2017-04-21 10:48:00	14650.000000	14660.000000	14650.000000	14660.000000
2017-04-21 10:50:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 10:52:00	14640.000000	14640.000000	14640.000000	14640.000000
2017-04-21 10:53:00	14640.000000	14645.000000	14640.000000	14645.000000
2017-04-21 10:54:00	14645.000000	14650.000000	14645.000000	14650.000000
2017-04-21 11:01:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 11:04:00	14650.000000	14650.000000	14650.000000	14650.000000
2017-04-21 11:22:00	14630.000000	14630.000000	14625.000000	14625.000000
2017-04-21 11:25:00	14635.000000	14635.000000	14635.000000	14635.000000
2017-04-21 11:26:00	14635.000000	14635.000000	14635.000000	14635.000000
2017-04-21 13:38:00	14690.000000	14690.000000	14690.000000	14690.000000
2017-04-21 13:40:00	14675.000000	14675.000000	14675.000000	14675.000000
2017-04-21 13:44:00	14680.000000	14680.000000	14680.000000	14680.000000
2017-04-21 13:54:00	14665.000000	14665.000000	14665.000000	14665.000000
2017-04-21 14:01:00	14665.000000	14665.000000	14665.000000	14665.000000
2017-04-21 14:06:00	14665.000000	14665.000000	14665.000000	14665.000000
2017-04-21 14:15:00	14605.000000	14605.000000	14605.000000	14605.000000
2017-04-21 14:18:00	14625.000000	14625.000000	14625.000000	14625.000000
2017-04-21 14:27:00	14620.000000	14620.000000	14620.000000	14620.000000
2017-04-21 14:35:00	14615.000000	14615.000000	14615.000000	14615.000000
2017-04-21 21:07:00	14570.000000	14570.000000	14570.000000	14570.000000
2017-04-21 21:34:00	14500.000000	14500.000000	14500.000000	14500.000000
2017-04-21 21:53:00	14505.000000	14505.000000	14505.000000	14505.000000
2017-04-22 00:05:00	14525.000000	14525.000000	14525.000000	14525.000000
