datetime	trade	volume
2018-08-21 09:00:00	19950.000000	66.000000
2018-08-21 09:00:01	19930.000000	18.000000
2018-08-21 09:00:01	19930.000000	16.000000
2018-08-21 09:00:02	19925.000000	28.000000
2018-08-21 09:00:02	19940.000000	10.000000
2018-08-21 09:00:03	19940.000000	6.000000
2018-08-21 09:00:03	19960.000000	92.000000
2018-08-21 09:00:04	19940.000000	24.000000
2018-08-21 09:00:04	19940.000000	2.000000
2018-08-21 09:00:05	19940.000000	26.000000
2018-08-21 09:00:05	19940.000000	4.000000
2018-08-21 09:00:06	19940.000000	8.000000
2018-08-21 09:00:07	19930.000000	4.000000
2018-08-21 09:00:07	19950.000000	16.000000
2018-08-21 09:00:08	19945.000000	2.000000
2018-08-21 09:00:08	19940.000000	2.000000
2018-08-21 09:00:09	19940.000000	2.000000
2018-08-21 09:00:09	19940.000000	4.000000
2018-08-21 09:00:10	19940.000000	12.000000
2018-08-21 09:00:11	19940.000000	6.000000
2018-08-21 09:00:12	19935.000000	20.000000
2018-08-21 09:00:12	19930.000000	8.000000
2018-08-21 09:00:13	19930.000000	2.000000
2018-08-21 09:00:13	19920.000000	8.000000
2018-08-21 09:00:14	19925.000000	2.000000
2018-08-21 09:00:14	19925.000000	2.000000
2018-08-21 09:00:16	19915.000000	2.000000
2018-08-21 09:00:18	19920.000000	4.000000
2018-08-21 09:00:18	19920.000000	4.000000
2018-08-21 09:00:19	19920.000000	14.000000
2018-08-21 09:00:20	19925.000000	50.000000
2018-08-21 09:00:21	19920.000000	24.000000
2018-08-21 09:00:22	19930.000000	4.000000
2018-08-21 09:00:23	19925.000000	4.000000
2018-08-21 09:00:25	19930.000000	6.000000
2018-08-21 09:00:25	19940.000000	2.000000
2018-08-21 09:00:26	19935.000000	10.000000
2018-08-21 09:00:26	19930.000000	8.000000
2018-08-21 09:00:27	19930.000000	2.000000
2018-08-21 09:00:28	19925.000000	4.000000
2018-08-21 09:00:29	19925.000000	32.000000
2018-08-21 09:00:29	19925.000000	52.000000
2018-08-21 09:00:30	19925.000000	2.000000
2018-08-21 09:00:32	19925.000000	18.000000
2018-08-21 09:00:33	19925.000000	4.000000
2018-08-21 09:00:34	19925.000000	44.000000
2018-08-21 09:00:35	19925.000000	46.000000
2018-08-21 09:00:35	19925.000000	30.000000
2018-08-21 09:00:41	19930.000000	8.000000
2018-08-21 09:00:42	19930.000000	2.000000
2018-08-21 09:00:42	19960.000000	120.000000
2018-08-21 09:00:43	19940.000000	6.000000
2018-08-21 09:00:43	19940.000000	14.000000
2018-08-21 09:00:44	19940.000000	4.000000
2018-08-21 09:00:44	19945.000000	18.000000
2018-08-21 09:00:45	19940.000000	12.000000
2018-08-21 09:00:45	19940.000000	2.000000
2018-08-21 09:00:46	19935.000000	24.000000
2018-08-21 09:00:46	19955.000000	46.000000
2018-08-21 09:00:47	19935.000000	14.000000
2018-08-21 09:00:47	19935.000000	4.000000
2018-08-21 09:00:48	19935.000000	6.000000
2018-08-21 09:00:49	19930.000000	8.000000
2018-08-21 09:00:50	19935.000000	28.000000
2018-08-21 09:00:51	19940.000000	2.000000
2018-08-21 09:00:51	19940.000000	26.000000
2018-08-21 09:00:53	19940.000000	6.000000
2018-08-21 09:00:53	19950.000000	8.000000
2018-08-21 09:00:54	19940.000000	4.000000
2018-08-21 09:00:55	19935.000000	20.000000
2018-08-21 09:00:56	19950.000000	26.000000
2018-08-21 09:00:57	19935.000000	24.000000
2018-08-21 09:00:57	19930.000000	10.000000
2018-08-21 09:00:58	19930.000000	2.000000
2018-08-21 09:01:00	19935.000000	2.000000
2018-08-21 09:01:01	19935.000000	12.000000
2018-08-21 09:01:01	19935.000000	4.000000
2018-08-21 09:01:03	19935.000000	2.000000
2018-08-21 09:01:03	19930.000000	18.000000
2018-08-21 09:01:08	19945.000000	28.000000
2018-08-21 09:01:09	19935.000000	20.000000
2018-08-21 09:01:12	19935.000000	2.000000
2018-08-21 09:01:12	19935.000000	2.000000
2018-08-21 09:01:13	19940.000000	6.000000
2018-08-21 09:01:13	19940.000000	24.000000
2018-08-21 09:01:14	19940.000000	6.000000
2018-08-21 09:01:14	19940.000000	4.000000
2018-08-21 09:01:18	19935.000000	4.000000
2018-08-21 09:01:18	19935.000000	2.000000
2018-08-21 09:01:19	19935.000000	6.000000
2018-08-21 09:01:19	19935.000000	6.000000
2018-08-21 09:01:20	19935.000000	14.000000
2018-08-21 09:01:20	19935.000000	4.000000
2018-08-21 09:01:23	19930.000000	10.000000
2018-08-21 09:01:25	19925.000000	2.000000
2018-08-21 09:01:27	19930.000000	2.000000
2018-08-21 09:01:29	19925.000000	12.000000
2018-08-21 09:01:29	19925.000000	4.000000
2018-08-21 09:01:30	19920.000000	2.000000
2018-08-21 09:01:30	19920.000000	22.000000
2018-08-21 09:01:31	19915.000000	8.000000
2018-08-21 09:01:31	19915.000000	2.000000
2018-08-21 09:01:32	19910.000000	2.000000
2018-08-21 09:01:34	19910.000000	2.000000
2018-08-21 09:01:34	19915.000000	8.000000
2018-08-21 09:01:35	19915.000000	6.000000
2018-08-21 09:01:35	19915.000000	2.000000
2018-08-21 09:01:36	19910.000000	2.000000
2018-08-21 09:01:37	19910.000000	12.000000
2018-08-21 09:01:38	19920.000000	2.000000
2018-08-21 09:01:39	19920.000000	4.000000
2018-08-21 09:01:42	19920.000000	8.000000
2018-08-21 09:01:45	19915.000000	26.000000
2018-08-21 09:01:46	19910.000000	16.000000
2018-08-21 09:01:47	19910.000000	2.000000
2018-08-21 09:01:48	19910.000000	8.000000
2018-08-21 09:01:51	19905.000000	4.000000
2018-08-21 09:01:52	19905.000000	14.000000
2018-08-21 09:01:53	19900.000000	24.000000
2018-08-21 09:01:53	19900.000000	2.000000
2018-08-21 09:01:54	19900.000000	2.000000
2018-08-21 09:01:54	19900.000000	2.000000
2018-08-21 09:01:55	19900.000000	2.000000
2018-08-21 09:01:56	19895.000000	26.000000
2018-08-21 09:01:57	19895.000000	10.000000
